AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region
0.84,68627.92,9309.72,2010.11,57.73,57250.36,56838.79,411.57,0.0,organic,2017,Denver
0.85,67657.35,10129.43,1677.51,36.31,55814.1,55592.7,221.4,0.0,organic,2017,Denver
0.89,50646.59,9086.75,1631.51,24.46,39903.87,39619.64,284.23,0.0,organic,2017,Denver
0.98,52575.07,14682.3,2307.67,33.7,35551.4,35069.92,481.48,0.0,organic,2017,Denver
0.94,62976.43,23363.47,3586.2,23.18,36003.58,34708.32,1295.26,0.0,organic,2017,Denver
0.78,64041.86,12233.34,2065.58,39.34,49703.6,26967.75,22735.85,0.0,organic,2017,Denver
1.16,34290.67,10979.36,1473.29,19.8,21818.22,581.42,21236.8,0.0,organic,2017,Denver
1.44,24782.08,15109.73,2067.75,16.06,7588.54,224.16,7364.38,0.0,organic,2017,Denver
1.38,17713.66,9065.62,1335.07,20.82,7292.15,105.6,7186.55,0.0,organic,2017,Denver
1.49,18341.33,13842.27,3182.83,13.72,1302.51,1226.26,76.25,0.0,organic,2017,Denver
0.98,29282.55,12519.74,5289.45,11.43,11461.93,8840.51,2621.42,0.0,organic,2017,Denver
0.73,50686.37,18780.82,3010.21,270.75,28624.59,15918.63,12705.96,0.0,organic,2017,Denver
0.8,39403.42,8720.61,1639.28,53.69,28989.84,3473.4,25516.44,0.0,organic,2017,Denver
0.91,21449.37,4103.45,775.73,5.71,16564.48,3485.79,13078.69,0.0,organic,2017,Denver
1.05,32775.71,398.15,2116.14,0.0,30261.42,27997.42,2264.0,0.0,organic,2017,Detroit
1.37,18289.06,389.59,2494.02,0.0,15321.76,12812.55,2509.21,0.0,organic,2017,Detroit
1.41,17065.4,403.25,2548.98,0.0,13982.9,10946.08,3036.82,0.0,organic,2017,Detroit
1.39,13710.63,435.76,2561.62,0.0,10540.47,9555.71,984.76,0.0,organic,2017,Detroit
1.39,12104.37,403.08,2628.08,0.0,9035.92,8940.1,95.82,0.0,organic,2017,Detroit
1.43,16341.09,367.39,2814.71,0.0,13046.39,11436.44,1609.95,0.0,organic,2017,Detroit
1.37,16074.67,597.62,3005.22,0.0,12415.57,11976.59,438.98,0.0,organic,2017,Detroit
1.42,17851.73,718.59,2938.26,0.0,14154.71,13814.96,339.75,0.0,organic,2017,Detroit
1.58,17353.24,518.9,2512.04,0.0,14161.72,13656.25,505.47,0.0,organic,2017,Detroit
1.65,20995.71,425.08,2658.53,0.0,17818.87,15086.1,2732.77,0.0,organic,2017,Detroit
1.61,21512.97,619.98,3460.25,0.0,17396.8,14598.78,2798.02,0.0,organic,2017,Detroit
1.69,20776.71,468.5,3770.8,0.0,16510.2,14535.56,1974.64,0.0,organic,2017,Detroit
1.82,18553.99,552.98,3869.45,1.42,14053.35,14007.66,45.69,0.0,organic,2017,Detroit
1.75,21753.6,503.84,3596.4,0.0,17535.94,15555.28,1980.66,0.0,organic,2017,Detroit
2.08,24482.08,556.01,3536.55,0.0,20251.77,11223.57,9028.2,0.0,organic,2017,Detroit
1.85,17461.53,432.3,3502.18,0.0,13499.2,11092.84,2406.36,0.0,organic,2017,Detroit
1.88,19288.09,434.78,4007.28,0.0,14773.96,11927.03,2846.93,0.0,organic,2017,Detroit
1.87,21749.1,500.27,2793.67,0.0,18394.08,12468.55,5925.53,0.0,organic,2017,Detroit
1.64,18415.34,391.46,2392.09,0.0,15616.38,12233.06,3383.32,0.0,organic,2017,Detroit
1.59,20129.12,544.7,3347.81,0.0,16161.9,12819.22,3342.68,0.0,organic,2017,Detroit
1.54,14499.51,515.41,3457.64,0.0,10526.46,10115.55,410.91,0.0,organic,2017,Detroit
1.68,16059.55,572.57,3106.62,0.0,12380.36,10690.06,1690.3,0.0,organic,2017,Detroit
1.61,17991.86,507.0,3352.6,0.0,14132.26,9913.45,4218.81,0.0,organic,2017,Detroit
1.74,25193.5,603.58,5510.26,0.0,19079.66,10022.12,9057.54,0.0,organic,2017,Detroit
1.6,22729.11,666.92,4375.81,0.0,17553.37,10835.66,6717.71,0.0,organic,2017,Detroit
1.47,17724.08,532.88,5228.33,0.0,11962.87,547.4,11415.47,0.0,organic,2017,Detroit
1.44,19735.7,435.47,3969.82,0.0,15330.41,343.28,14987.13,0.0,organic,2017,Detroit
1.39,13598.83,478.09,2992.04,0.0,10128.7,544.59,9584.11,0.0,organic,2017,Detroit
1.51,15236.21,595.05,4884.46,0.0,9756.7,318.68,9438.02,0.0,organic,2017,Detroit
0.92,38355.38,447.96,4744.42,0.0,33163.0,646.06,32516.94,0.0,organic,2017,Detroit
1.75,14124.57,512.91,4770.64,0.0,8841.02,920.66,7920.36,0.0,organic,2017,Detroit
1.64,18393.5,529.19,4739.85,0.0,13124.46,1096.93,12027.53,0.0,organic,2017,Detroit
1.5,13731.02,551.01,4582.26,0.0,8597.75,1342.9,7254.85,0.0,organic,2017,Detroit
1.76,10857.83,531.77,5473.59,0.0,4852.47,1319.32,3533.15,0.0,organic,2017,Detroit
1.81,14463.73,649.49,5629.42,0.0,8184.82,441.48,7743.34,0.0,organic,2017,Detroit
1.83,14530.73,582.47,5993.76,0.0,7954.5,816.2,7138.3,0.0,organic,2017,Detroit
1.79,7897.74,568.15,3906.41,0.0,3423.18,1277.78,2145.4,0.0,organic,2017,Detroit
0.93,31258.52,670.37,5647.18,0.0,24940.97,966.3,23974.67,0.0,organic,2017,Detroit
0.9,23252.59,719.48,5138.49,0.0,17394.62,1008.83,16385.79,0.0,organic,2017,Detroit
1.46,11266.02,576.56,4786.73,0.0,5902.73,1028.7,4874.03,0.0,organic,2017,Detroit
0.65,42853.44,645.5,5540.45,0.0,36667.49,637.66,36029.83,0.0,organic,2017,Detroit
1.32,11873.88,729.36,6016.85,0.0,5127.67,669.69,4457.98,0.0,organic,2017,Detroit
0.7,27596.38,765.67,5012.62,0.0,21818.09,749.43,21068.66,0.0,organic,2017,Detroit
0.48,50890.73,717.57,4138.84,0.0,46034.32,1385.06,44649.26,0.0,organic,2017,Detroit
0.57,35282.6,620.57,4638.48,0.0,30023.55,826.39,29197.16,0.0,organic,2017,Detroit
0.57,38386.57,822.08,5987.89,0.0,31576.6,1150.99,30425.61,0.0,organic,2017,Detroit
0.82,18985.89,766.98,5919.64,0.0,12299.27,1146.24,11153.03,0.0,organic,2017,Detroit
0.85,16174.94,741.19,4326.69,0.0,11107.06,681.27,10425.79,0.0,organic,2017,Detroit
1.54,7850.52,724.05,4667.55,0.0,2458.92,770.05,1688.87,0.0,organic,2017,Detroit
0.77,19452.17,645.63,4104.58,0.0,14701.96,1331.38,13370.58,0.0,organic,2017,Detroit
1.88,7875.36,790.85,6131.31,0.0,953.2,937.88,15.32,0.0,organic,2017,Detroit
1.74,8156.07,751.53,5747.86,0.0,1656.68,973.89,682.79,0.0,organic,2017,Detroit
1.77,7545.82,593.56,6565.28,0.0,386.98,280.0,106.98,0.0,organic,2017,Detroit
1.28,6792.67,9.88,770.79,0.0,6012.0,5991.42,20.58,0.0,organic,2017,GrandRapids
1.3,7774.3,32.77,1067.24,0.0,6674.29,6660.04,14.25,0.0,organic,2017,GrandRapids
1.28,6777.66,25.76,782.74,0.0,5969.16,5965.83,3.33,0.0,organic,2017,GrandRapids
1.29,6253.08,0.0,729.87,0.0,5523.21,5523.21,0.0,0.0,organic,2017,GrandRapids
1.31,6184.48,14.31,758.19,0.0,5411.98,5411.98,0.0,0.0,organic,2017,GrandRapids
1.3,6128.58,17.36,766.58,0.0,5344.64,5344.64,0.0,0.0,organic,2017,GrandRapids
1.27,6745.48,14.35,611.5,0.0,6119.63,6119.63,0.0,0.0,organic,2017,GrandRapids
1.43,8507.18,37.26,1159.39,0.0,7310.53,7303.86,6.67,0.0,organic,2017,GrandRapids
1.52,9469.28,44.32,3069.6,0.0,6355.36,6355.36,0.0,0.0,organic,2017,GrandRapids
1.32,7724.84,61.38,540.98,0.0,7122.48,7122.48,0.0,0.0,organic,2017,GrandRapids
1.32,9171.48,15.63,686.14,0.0,8469.71,8469.71,0.0,0.0,organic,2017,GrandRapids
1.41,8400.56,15.56,724.41,0.0,7660.59,7660.59,0.0,0.0,organic,2017,GrandRapids
1.51,8806.63,42.25,1218.07,0.0,7546.31,7546.31,0.0,0.0,organic,2017,GrandRapids
1.44,12551.82,42.11,3419.13,0.0,9090.58,9090.58,0.0,0.0,organic,2017,GrandRapids
1.46,8043.21,30.76,978.6,0.0,7033.85,7033.85,0.0,0.0,organic,2017,GrandRapids
1.4,8378.17,44.49,818.97,0.0,7514.71,7514.71,0.0,0.0,organic,2017,GrandRapids
1.4,8021.16,156.05,1074.4,0.0,6790.71,6756.95,33.76,0.0,organic,2017,GrandRapids
1.26,9273.64,124.6,825.16,0.0,8323.88,8305.42,18.46,0.0,organic,2017,GrandRapids
1.21,8060.54,28.94,493.34,0.0,7538.26,7516.82,21.44,0.0,organic,2017,GrandRapids
1.13,7502.05,23.42,35.82,0.0,7442.81,7421.38,21.43,0.0,organic,2017,GrandRapids
1.18,7534.9,39.88,347.91,0.0,7147.11,7131.83,15.28,0.0,organic,2017,GrandRapids
1.29,5285.73,6.89,825.81,0.0,4453.03,4408.61,44.42,0.0,organic,2017,GrandRapids
1.33,8233.05,4.15,1376.64,0.0,6852.26,6772.4,79.86,0.0,organic,2017,GrandRapids
1.27,6483.93,4.15,667.54,0.0,5812.24,5767.7,44.54,0.0,organic,2017,GrandRapids
1.32,9058.79,2.84,1252.4,0.0,7788.89,7785.74,3.15,0.0,organic,2017,GrandRapids
2.19,3521.61,32.08,3300.43,0.0,189.1,6.2,182.9,0.0,organic,2017,GrandRapids
1.97,4460.37,34.02,4237.33,0.0,189.02,6.3,182.72,0.0,organic,2017,GrandRapids
2.73,1034.32,7.12,891.16,0.0,136.04,6.33,129.71,0.0,organic,2017,GrandRapids
2.62,1314.24,18.58,1057.49,0.0,238.17,12.7,225.47,0.0,organic,2017,GrandRapids
2.39,1312.01,0.0,939.89,0.0,372.12,85.56,286.56,0.0,organic,2017,GrandRapids
2.33,1389.65,2.87,903.88,0.0,482.9,326.67,156.23,0.0,organic,2017,GrandRapids
2.44,1388.02,2.91,943.6,0.0,441.51,418.89,22.62,0.0,organic,2017,GrandRapids
2.34,1678.36,10.21,1091.48,0.0,576.67,576.67,0.0,0.0,organic,2017,GrandRapids
2.11,1569.19,0.0,1013.74,0.0,555.45,555.45,0.0,0.0,organic,2017,GrandRapids
2.32,845.11,0.0,738.66,0.0,106.45,86.67,19.78,0.0,organic,2017,GrandRapids
2.21,1451.76,2.97,1052.37,0.0,396.42,370.0,26.42,0.0,organic,2017,GrandRapids
2.13,2101.46,17.88,1363.66,0.0,719.92,716.61,3.31,0.0,organic,2017,GrandRapids
2.19,2246.07,23.98,1581.33,0.0,640.76,574.98,65.78,0.0,organic,2017,GrandRapids
2.0,2038.99,43.45,1224.09,0.0,771.45,599.98,171.47,0.0,organic,2017,GrandRapids
2.07,1908.86,41.85,1182.37,0.0,684.64,614.88,69.76,0.0,organic,2017,GrandRapids
2.05,2136.8,5.92,1421.21,0.0,709.67,561.78,147.89,0.0,organic,2017,GrandRapids
2.05,2395.16,27.77,1593.25,0.0,774.14,689.51,84.63,0.0,organic,2017,GrandRapids
1.94,4146.49,39.1,2890.46,0.0,1216.93,1163.95,52.98,0.0,organic,2017,GrandRapids
1.33,13181.24,127.32,10247.49,0.0,2806.43,2806.43,0.0,0.0,organic,2017,GrandRapids
1.57,7915.2,49.12,4221.38,0.0,3644.7,3560.5,84.2,0.0,organic,2017,GrandRapids
1.64,1862.24,22.53,1036.23,0.0,803.48,803.48,0.0,0.0,organic,2017,GrandRapids
1.27,4273.25,93.8,3515.56,0.0,663.89,663.89,0.0,0.0,organic,2017,GrandRapids
1.7,1112.77,54.67,688.31,0.0,369.79,369.79,0.0,0.0,organic,2017,GrandRapids
1.67,1626.47,47.74,1079.73,0.0,499.0,386.67,112.33,0.0,organic,2017,GrandRapids
1.52,2693.59,65.96,2010.96,0.0,616.67,616.67,0.0,0.0,organic,2017,GrandRapids
1.75,1427.36,60.33,973.7,0.0,393.33,393.33,0.0,0.0,organic,2017,GrandRapids
1.52,2650.61,108.05,1992.56,0.0,550.0,550.0,0.0,0.0,organic,2017,GrandRapids
1.79,1095.77,84.21,738.23,0.0,273.33,263.33,10.0,0.0,organic,2017,GrandRapids
1.29,202521.83,4187.69,34761.26,0.0,163456.23,140923.52,22532.71,0.0,organic,2017,GreatLakes
1.5,170025.26,3530.25,45287.61,0.0,121004.11,98594.58,22409.53,0.0,organic,2017,GreatLakes
1.42,161673.33,4205.91,42009.63,1.63,114913.95,96928.45,17985.5,0.0,organic,2017,GreatLakes
1.49,148882.83,3001.05,51148.46,0.0,94204.9,82525.77,11679.13,0.0,organic,2017,GreatLakes
1.52,139934.06,2808.31,45409.34,0.0,91390.14,82843.58,8546.56,0.0,organic,2017,GreatLakes
1.52,141104.31,2599.3,37369.95,0.0,100572.12,89060.03,11512.09,0.0,organic,2017,GreatLakes
1.53,133203.19,3394.42,39866.7,0.0,89472.15,82838.51,6633.64,0.0,organic,2017,GreatLakes
1.64,159071.48,3624.05,45966.15,0.0,109173.25,96907.0,12266.25,0.0,organic,2017,GreatLakes
1.69,169816.92,3261.8,53829.19,0.0,112234.63,98907.59,13327.04,0.0,organic,2017,GreatLakes
1.7,176815.66,3060.61,48813.2,0.0,124638.82,107070.18,17568.64,0.0,organic,2017,GreatLakes
1.68,190579.53,3616.94,45789.71,0.0,140986.71,121946.19,19040.52,0.0,organic,2017,GreatLakes
1.68,197529.4,3318.61,54525.35,0.0,139481.99,126855.79,12626.2,0.0,organic,2017,GreatLakes
1.7,191866.1,3603.46,56237.45,1.62,131818.51,124355.02,7463.49,0.0,organic,2017,GreatLakes
1.72,180253.26,3467.06,52244.98,0.0,124087.1,109113.0,14974.1,0.0,organic,2017,GreatLakes
1.89,179687.73,3756.3,48823.74,0.0,126611.68,84494.08,42117.6,0.0,organic,2017,GreatLakes
1.84,151888.89,3588.06,43683.43,0.0,104460.38,81696.7,22763.68,0.0,organic,2017,GreatLakes
1.82,148357.84,3861.68,42215.34,0.0,102115.35,81205.15,20910.2,0.0,organic,2017,GreatLakes
1.82,157087.22,3819.64,33363.97,12.96,119674.06,86092.86,33581.2,0.0,organic,2017,GreatLakes
1.73,150638.77,3141.89,41060.13,32.22,106294.09,83337.67,22956.42,0.0,organic,2017,GreatLakes
1.6,133248.29,3356.9,26728.65,4.85,102918.29,83092.11,19826.18,0.0,organic,2017,GreatLakes
1.54,129785.91,3726.68,29839.21,8.09,96034.06,86209.28,9824.78,0.0,organic,2017,GreatLakes
1.65,125026.87,3724.58,32794.35,4.87,88319.69,67919.34,20400.35,0.0,organic,2017,GreatLakes
1.65,178141.22,3482.46,65083.8,0.0,109284.6,76778.61,32505.99,0.0,organic,2017,GreatLakes
1.68,208558.03,3639.54,80400.82,4.82,124204.92,72148.53,52056.39,0.0,organic,2017,GreatLakes
1.64,209543.04,4180.21,76793.36,0.0,124683.37,79403.55,45279.82,0.0,organic,2017,GreatLakes
1.62,153380.48,3853.72,70843.63,0.0,78683.13,14008.38,64674.75,0.0,organic,2017,GreatLakes
1.58,169966.3,3073.22,71442.71,0.0,95450.37,20059.86,75390.51,0.0,organic,2017,GreatLakes
1.59,130430.6,2504.36,60395.45,3.23,67527.56,10039.5,57488.06,0.0,organic,2017,GreatLakes
1.56,148060.59,3126.38,73192.35,0.0,71741.86,11087.54,60654.32,0.0,organic,2017,GreatLakes
1.13,261363.34,3502.12,79186.28,4.83,178670.11,16845.36,161824.75,0.0,organic,2017,GreatLakes
1.69,156456.85,4036.03,78626.62,4.84,73789.36,27335.55,46453.81,0.0,organic,2017,GreatLakes
1.72,160659.8,3907.75,78127.32,0.0,78624.73,32403.8,46220.93,0.0,organic,2017,GreatLakes
1.59,150790.27,3228.65,74837.07,0.0,72724.55,26525.38,46199.17,0.0,organic,2017,GreatLakes
1.68,143791.21,3379.52,73032.43,0.0,67379.26,29130.71,38248.55,0.0,organic,2017,GreatLakes
1.74,146983.33,3712.17,80827.19,1.64,62442.33,21373.63,41068.7,0.0,organic,2017,GreatLakes
1.84,142607.19,3777.12,84783.68,0.0,54046.39,23231.28,30815.11,0.0,organic,2017,GreatLakes
1.71,134773.11,3619.94,81050.43,9.87,50092.87,35704.48,14388.39,0.0,organic,2017,GreatLakes
1.36,221705.72,4259.78,103729.98,3.32,113712.64,35865.04,77847.6,0.0,organic,2017,GreatLakes
1.36,201552.43,4791.02,90048.62,0.0,106712.79,28412.98,78299.81,0.0,organic,2017,GreatLakes
1.51,179232.9,4631.4,90013.63,0.0,84587.87,30833.38,53754.49,0.0,organic,2017,GreatLakes
1.08,244035.03,4955.2,80775.44,0.0,158304.39,30051.74,128252.65,0.0,organic,2017,GreatLakes
1.55,137494.38,5897.6,78592.68,0.0,53004.1,26849.16,26154.94,0.0,organic,2017,GreatLakes
1.08,206958.43,4366.07,65744.45,0.0,136847.91,26522.69,110325.22,0.0,organic,2017,GreatLakes
0.83,318890.26,4497.87,85819.87,0.0,228572.52,30235.13,198337.39,0.0,organic,2017,GreatLakes
0.94,253169.88,4551.23,80014.82,0.0,168603.83,31222.06,137381.77,0.0,organic,2017,GreatLakes
0.9,226000.27,4432.89,66308.19,0.0,155259.19,29892.25,125366.94,0.0,organic,2017,GreatLakes
1.08,162213.86,5063.86,68691.1,0.0,88458.9,23146.58,65312.32,0.0,organic,2017,GreatLakes
1.14,149650.5,4548.46,70014.08,0.0,75087.96,20170.52,54917.44,0.0,organic,2017,GreatLakes
1.35,129565.39,4443.31,72888.67,0.0,52233.41,24074.61,28158.8,0.0,organic,2017,GreatLakes
1.19,155334.45,3657.79,74068.65,0.0,77608.01,27302.29,50305.72,0.0,organic,2017,GreatLakes
1.7,103487.72,4370.03,67260.09,0.0,31857.6,25703.71,6153.89,0.0,organic,2017,GreatLakes
1.55,100134.77,4237.93,57604.54,0.0,38292.3,28785.23,9507.07,0.0,organic,2017,GreatLakes
1.44,104153.91,4104.86,69800.29,0.0,30248.76,23593.03,6655.73,0.0,organic,2017,GreatLakes
1.45,18857.67,138.52,209.27,0.0,18509.88,18504.9,4.98,0.0,organic,2017,HarrisburgScranton
1.46,19059.5,181.5,240.0,0.0,18638.0,18638.0,0.0,0.0,organic,2017,HarrisburgScranton
1.46,16946.1,380.06,287.28,5.95,16272.81,16269.48,3.33,0.0,organic,2017,HarrisburgScranton
1.41,20516.2,237.25,282.59,9.3,19987.06,19982.08,4.98,0.0,organic,2017,HarrisburgScranton
1.46,18106.96,450.89,329.58,5.97,17320.52,17313.92,6.6,0.0,organic,2017,HarrisburgScranton
1.51,15356.02,212.81,235.13,10.19,14897.89,14897.89,0.0,0.0,organic,2017,HarrisburgScranton
1.62,14161.9,176.4,275.71,9.39,13700.4,13700.4,0.0,0.0,organic,2017,HarrisburgScranton
1.56,19100.44,204.09,163.45,6.77,18726.13,18711.27,14.86,0.0,organic,2017,HarrisburgScranton
1.61,18723.45,256.08,154.47,5.48,18307.42,18300.82,6.6,0.0,organic,2017,HarrisburgScranton
1.63,16675.63,215.06,156.06,20.15,16284.36,16284.36,0.0,0.0,organic,2017,HarrisburgScranton
1.48,21532.06,189.7,237.13,6.16,21099.07,21090.84,8.23,0.0,organic,2017,HarrisburgScranton
1.51,21547.51,252.22,166.17,11.8,21117.32,21109.08,8.24,0.0,organic,2017,HarrisburgScranton
1.44,25995.93,236.33,183.12,12.04,25564.44,25562.8,1.64,0.0,organic,2017,HarrisburgScranton
1.5,22744.08,259.99,164.27,6.71,22313.11,22313.11,0.0,0.0,organic,2017,HarrisburgScranton
1.47,23810.69,312.15,164.21,17.19,23317.14,23317.14,0.0,0.0,organic,2017,HarrisburgScranton
1.51,20994.85,298.41,248.18,18.48,20429.78,20429.78,0.0,0.0,organic,2017,HarrisburgScranton
1.51,24664.15,322.83,178.36,7.37,24155.59,24150.68,4.91,0.0,organic,2017,HarrisburgScranton
1.72,16442.23,388.23,311.47,17.81,15724.72,15724.72,0.0,0.0,organic,2017,HarrisburgScranton
1.73,13886.69,234.25,194.66,7.64,13450.14,13450.14,0.0,0.0,organic,2017,HarrisburgScranton
1.68,15105.0,634.38,206.66,23.45,14240.51,14240.51,0.0,0.0,organic,2017,HarrisburgScranton
1.69,14483.05,285.14,243.13,18.13,13936.65,13936.65,0.0,0.0,organic,2017,HarrisburgScranton
1.63,13641.1,253.23,179.45,5.72,13202.7,13199.48,3.22,0.0,organic,2017,HarrisburgScranton
1.59,14096.72,231.38,177.87,9.09,13678.38,13673.94,4.44,0.0,organic,2017,HarrisburgScranton
1.43,21137.13,231.9,221.59,23.38,20660.26,20656.93,3.33,0.0,organic,2017,HarrisburgScranton
1.56,17319.13,184.6,186.95,15.81,16931.77,16931.77,0.0,0.0,organic,2017,HarrisburgScranton
2.23,7164.96,176.35,213.93,14.78,6759.9,6759.9,0.0,0.0,organic,2017,HarrisburgScranton
2.15,9015.26,377.25,265.88,35.67,8336.46,8336.46,0.0,0.0,organic,2017,HarrisburgScranton
2.15,9529.65,249.04,283.16,21.12,8976.33,8976.33,0.0,0.0,organic,2017,HarrisburgScranton
2.09,11104.31,1032.72,569.08,18.3,9484.21,9460.14,24.07,0.0,organic,2017,HarrisburgScranton
2.27,12229.0,395.39,228.26,1254.41,10350.94,10298.77,52.17,0.0,organic,2017,HarrisburgScranton
2.04,11171.92,863.87,269.83,16.96,10021.26,9961.14,60.12,0.0,organic,2017,HarrisburgScranton
2.19,9934.41,442.85,290.99,15.52,9185.05,9185.05,0.0,0.0,organic,2017,HarrisburgScranton
2.18,8942.44,274.75,237.52,9.12,8421.05,8421.05,0.0,0.0,organic,2017,HarrisburgScranton
2.13,10398.91,282.24,444.34,11.48,9660.85,9660.85,0.0,0.0,organic,2017,HarrisburgScranton
2.08,10754.06,306.07,273.03,8.13,10166.83,10166.83,0.0,0.0,organic,2017,HarrisburgScranton
2.01,10347.85,1004.16,300.86,11.54,9031.29,9031.29,0.0,0.0,organic,2017,HarrisburgScranton
2.01,9509.86,356.73,464.86,9.12,8679.15,8679.15,0.0,0.0,organic,2017,HarrisburgScranton
1.99,11419.61,928.33,819.5,14.65,9657.13,9625.01,32.12,0.0,organic,2017,HarrisburgScranton
2.06,9053.38,364.44,440.96,13.91,8234.07,8234.07,0.0,0.0,organic,2017,HarrisburgScranton
1.95,9170.1,888.85,665.19,9.27,7606.79,7606.79,0.0,0.0,organic,2017,HarrisburgScranton
1.91,10043.21,388.01,323.58,10.75,9320.87,9320.87,0.0,0.0,organic,2017,HarrisburgScranton
1.93,10371.35,790.16,573.23,17.94,8990.02,8982.04,7.98,0.0,organic,2017,HarrisburgScranton
2.21,7789.5,476.63,345.2,19.42,6948.25,6948.25,0.0,0.0,organic,2017,HarrisburgScranton
1.97,9363.96,948.51,600.43,9.31,7805.71,7793.62,12.09,0.0,organic,2017,HarrisburgScranton
1.84,8615.54,618.55,655.92,14.64,7326.43,7322.43,4.0,0.0,organic,2017,HarrisburgScranton
1.62,13264.69,3590.54,2202.3,10.47,7461.38,7429.08,32.3,0.0,organic,2017,HarrisburgScranton
1.81,9010.53,414.62,205.85,11.55,8378.51,8333.9,44.61,0.0,organic,2017,HarrisburgScranton
1.83,8210.15,362.18,140.49,6.18,7701.3,7677.16,24.14,0.0,organic,2017,HarrisburgScranton
1.72,9254.53,364.78,195.77,10.16,8683.82,8622.95,60.87,0.0,organic,2017,HarrisburgScranton
1.76,8360.08,356.74,139.44,16.83,7847.07,7826.68,20.39,0.0,organic,2017,HarrisburgScranton
1.88,8630.41,308.39,178.54,9.18,8134.3,8134.3,0.0,0.0,organic,2017,HarrisburgScranton
1.95,7366.35,403.32,226.87,8.73,6727.43,6723.31,4.12,0.0,organic,2017,HarrisburgScranton
1.93,5456.54,255.89,189.26,6.76,5004.63,5004.63,0.0,0.0,organic,2017,HarrisburgScranton
1.9,15471.76,59.88,6811.37,0.0,8600.51,8600.51,0.0,0.0,organic,2017,HartfordSpringfield
1.99,12641.31,448.53,3902.18,0.0,8290.6,8290.6,0.0,0.0,organic,2017,HartfordSpringfield
1.93,12068.26,183.22,3070.56,0.0,8814.48,8784.92,29.56,0.0,organic,2017,HartfordSpringfield
1.81,13690.78,77.91,3133.36,5.58,10473.93,10446.04,27.89,0.0,organic,2017,HartfordSpringfield
1.83,14089.35,288.44,5155.12,1.39,8644.4,8644.4,0.0,0.0,organic,2017,HartfordSpringfield
1.9,11541.99,31.69,2682.97,0.0,8827.33,8827.33,0.0,0.0,organic,2017,HartfordSpringfield
2.09,11380.2,34.59,2619.92,1.4,8724.29,8724.29,0.0,0.0,organic,2017,HartfordSpringfield
2.09,12486.38,36.11,2880.01,1.41,9568.85,9531.31,37.54,0.0,organic,2017,HartfordSpringfield
2.17,12289.27,26.7,3106.6,2.81,9153.16,9090.71,62.45,0.0,organic,2017,HartfordSpringfield
1.98,13649.88,45.05,2689.0,0.0,10915.83,10867.33,48.5,0.0,organic,2017,HartfordSpringfield
1.53,21441.78,35.03,2862.72,1.41,18542.62,18475.42,67.2,0.0,organic,2017,HartfordSpringfield
1.81,16619.7,60.56,2147.55,4.22,14407.37,14397.99,9.38,0.0,organic,2017,HartfordSpringfield
1.93,17346.22,52.43,3324.46,7.0,13962.33,13882.94,79.39,0.0,organic,2017,HartfordSpringfield
2.06,13827.7,72.05,3318.15,1.41,10436.09,10434.53,1.56,0.0,organic,2017,HartfordSpringfield
1.82,19611.69,122.01,3577.52,0.0,15912.16,15912.16,0.0,0.0,organic,2017,HartfordSpringfield
1.96,18572.79,68.7,4275.95,11.18,14216.96,14216.96,0.0,0.0,organic,2017,HartfordSpringfield
2.08,18016.66,87.47,3878.36,1.4,14049.43,14049.43,0.0,0.0,organic,2017,HartfordSpringfield
2.21,14956.0,142.56,3792.69,0.0,11020.75,11020.75,0.0,0.0,organic,2017,HartfordSpringfield
2.4,13994.9,74.89,4981.75,2.77,8935.49,8935.49,0.0,0.0,organic,2017,HartfordSpringfield
2.19,16040.58,333.17,6341.29,2.76,9363.36,9363.36,0.0,0.0,organic,2017,HartfordSpringfield
2.26,13330.73,83.87,4346.49,0.0,8900.37,8889.63,10.74,0.0,organic,2017,HartfordSpringfield
2.11,13548.81,37.14,4371.88,0.0,9139.79,9127.56,12.23,0.0,organic,2017,HartfordSpringfield
2.1,13864.42,72.64,4282.77,2.74,9506.27,9501.7,4.57,0.0,organic,2017,HartfordSpringfield
1.95,17461.66,97.2,4468.49,8.21,12887.76,12887.76,0.0,0.0,organic,2017,HartfordSpringfield
1.94,15128.14,308.21,4236.13,1.38,10582.42,10582.42,0.0,0.0,organic,2017,HartfordSpringfield
2.67,11842.55,43.92,4563.44,8.23,7226.96,7226.96,0.0,0.0,organic,2017,HartfordSpringfield
2.67,11745.45,120.76,5069.38,35.68,6519.63,6515.82,3.81,0.0,organic,2017,HartfordSpringfield
2.61,12883.38,64.48,5815.43,16.46,6987.01,6987.01,0.0,0.0,organic,2017,HartfordSpringfield
2.14,23752.11,549.98,14022.37,6.86,9172.9,8418.57,754.33,0.0,organic,2017,HartfordSpringfield
2.62,13040.76,89.07,4953.62,13.7,7984.37,7752.18,232.19,0.0,organic,2017,HartfordSpringfield
2.5,14985.11,340.2,6314.32,0.0,8330.59,8242.95,87.64,0.0,organic,2017,HartfordSpringfield
2.67,12930.59,148.98,4613.7,57.94,8109.97,8109.97,0.0,0.0,organic,2017,HartfordSpringfield
2.62,12234.45,107.67,4361.38,12.42,7752.98,7752.98,0.0,0.0,organic,2017,HartfordSpringfield
2.58,12456.71,310.12,4316.89,4.13,7825.57,7825.57,0.0,0.0,organic,2017,HartfordSpringfield
