"pollution","dew","temp","press","wnd_dir","wnd_spd","snow","rain","Year","Month (number)","Hour"
33,18,26,1006,0,11.63,0,0,2014,7,20
35,19,26,1007,0,13.42,0,0,2014,7,21
63,20,24,1008,1,0.89,0,0,2014,7,22
104,19,22,1008,3,0.89,0,0,2014,7,23
136,19,21,1007,3,2.68,0,0,2014,7,0
146,20,22,1007,0,0.89,0,0,2014,7,1
118,19,21,1007,3,0.89,0,0,2014,7,2
127,19,20,1006,2,0.89,0,0,2014,7,3
149,19,20,1006,1,0.89,0,0,2014,7,4
160,18,20,1006,2,1.79,0,0,2014,7,5
116,19,20,1007,2,4.92,0,0,2014,7,6
91,19,23,1007,2,8.05,0,0,2014,7,7
97,20,26,1006,2,12.07,0,0,2014,7,8
61,18,29,1006,2,16.09,0,0,2014,7,9
49,18,31,1006,2,19.22,0,0,2014,7,10
40,18,32,1006,3,3.13,0,0,2014,7,11
31,17,32,1005,1,1.79,0,0,2014,7,12
27,17,33,1005,0,3.13,0,0,2014,7,13
32,16,33,1005,0,7.15,0,0,2014,7,14
28,17,34,1004,0,10.28,0,0,2014,7,15
31,17,33,1004,0,13.41,0,0,2014,7,16
38,16,33,1004,0,18.33,0,0,2014,7,17
45,15,32,1004,0,22.35,0,0,2014,7,18
44,15,31,1004,0,27.27,0,0,2014,7,19
55,14,29,1005,0,30.4,0,0,2014,7,20
61,15,28,1006,0,32.19,0,0,2014,7,21
69,15,27,1006,0,35.32,0,0,2014,7,22
69,16,26,1007,0,37.11,0,0,2014,7,23
72,16,26,1006,0,38.9,0,0,2014,7,0
87,18,25,1007,0,40.69,0,0,2014,7,1
91,18,24,1006,1,0.89,0,0,2014,7,2
116,19,23,1006,0,0.89,0,0,2014,7,3
136,18,23,1007,3,1.79,0,0,2014,7,4
146,18,22,1008,3,2.68,0,0,2014,7,5
149,19,22,1008,3,3.57,0,0,2014,7,6
142,20,25,1009,1,0.89,0,0,2014,7,7
137,20,27,1009,1,1.78,0,0,2014,7,8
113,20,29,1009,1,2.67,0,0,2014,7,9
119,20,30,1009,1,3.56,0,0,2014,7,10
107,20,31,1009,0,1.79,0,0,2014,7,11
112,20,32,1009,1,1.79,0,0,2014,7,12
80,19,34,1008,1,3.58,0,0,2014,7,13
62,18,34,1008,0,4.02,0,0,2014,7,14
67,17,35,1007,0,8.04,0,0,2014,7,15
62,16,35,1007,0,13.85,0,0,2014,7,16
76,16,35,1007,0,19.66,0,0,2014,7,17
72,16,34,1007,0,24.58,0,0,2014,7,18
63,16,32,1007,0,29.5,0,0,2014,7,19
57,16,31,1008,0,33.52,0,0,2014,7,20
62,17,30,1009,0,36.65,0,0,2014,7,21
59,16,29,1009,0,40.67,0,0,2014,7,22
57,15,29,1009,0,43.8,0,0,2014,7,23
60,16,27,1010,0,45.59,0,0,2014,7,0
68,16,27,1010,0,48.72,0,0,2014,7,1
76,16,26,1010,0,51.85,0,0,2014,7,2
86,16,26,1010,0,54.98,0,0,2014,7,3
97,17,24,1010,0,56.77,0,0,2014,7,4
102,17,24,1010,0,58.56,0,0,2014,7,5
111,18,24,1010,1,0.89,0,0,2014,7,6
107,18,25,1010,1,1.78,0,0,2014,7,7
106,18,26,1011,0,1.79,0,0,2014,7,8
113,18,28,1010,1,0.89,0,0,2014,7,9
105,18,30,1010,1,1.78,0,0,2014,7,10
114,19,32,1010,1,3.57,0,0,2014,7,11
133,18,34,1009,0,3.13,0,0,2014,7,12
120,17,34,1008,0,8.05,0,0,2014,7,13
99,16,36,1007,0,12.97,0,0,2014,7,14
87,17,36,1006,0,17.89,0,0,2014,7,15
93,18,35,1005,0,22.81,0,0,2014,7,16
85,17,34,1005,0,28.62,0,0,2014,7,17
95,18,33,1004,0,34.43,0,0,2014,7,18
98,18,32,1004,0,38.45,0,0,2014,7,19
99,19,30,1005,0,41.58,0,0,2014,7,20
88,19,29,1005,0,43.37,0,0,2014,7,21
83,19,27,1006,0,45.16,0,0,2014,7,22
84,19,28,1005,0,46.95,0,0,2014,7,23
93,20,27,1005,0,50.08,0,0,2014,7,0
95,20,27,1005,0,53.21,0,0,2014,7,1
113,21,26,1005,0,56.34,0,0,2014,7,2
121,21,25,1005,0,58.13,0,0,2014,7,3
127,21,25,1005,0,61.26,0,0,2014,7,4
134,21,24,1005,0,63.05,0,0,2014,7,5
138,21,24,1005,0,64.84,0,0,2014,7,6
141,21,25,1006,0,66.63,0,0,2014,7,7
143,21,27,1006,0,68.42,0,0,2014,7,8
125,22,29,1006,1,1.79,0,0,2014,7,9
111,21,30,1005,1,2.68,0,0,2014,7,10
118,20,33,1005,1,5.81,0,0,2014,7,11
110,19,34,1004,0,4.02,0,0,2014,7,12
101,18,35,1004,0,9.83,0,0,2014,7,13
73,17,36,1003,0,16.98,0,0,2014,7,14
61,17,36,1002,0,24.13,0,0,2014,7,15
67,17,35,1002,0,31.28,0,0,2014,7,16
80,17,34,1001,0,37.09,0,0,2014,7,17
81,17,34,1001,0,42.9,0,0,2014,7,18
77,20,33,1002,0,47.82,0,0,2014,7,19
89,19,32,1002,0,52.74,0,0,2014,7,20
88,20,31,1003,0,55.87,0,0,2014,7,21
83,20,28,1003,0,57.66,0,0,2014,7,22
89,20,28,1003,0,59.45,0,0,2014,7,23
96,21,28,1003,0,62.58,0,0,2014,7,0
90,21,28,1003,0,64.37,0,0,2014,7,1
99,21,28,1003,0,68.39,0,0,2014,7,2
101,21,27,1003,0,71.52,0,0,2014,7,3
114,21,26,1004,0,73.31,0,0,2014,7,4
135,21,25,1004,0,76.44,0,0,2014,7,5
155,21,25,1004,0,79.57,0,0,2014,7,6
189,21,26,1004,0,82.7,0,0,2014,7,7
179,21,28,1005,0,86.72,0,0,2014,7,8
151,22,30,1004,0,89.85,0,0,2014,7,9
125,22,32,1004,0,93.87,0,0,2014,7,10
101,21,32,1004,0,99.68,0,0,2014,7,11
92,19,32,1004,0,104.6,0,0,2014,7,12
97,19,34,1003,0,110.41,0,0,2014,7,13
86,19,35,1002,0,116.22,0,0,2014,7,14
84,18,34,1002,0,123.37,0,0,2014,7,15
89,18,34,1001,0,129.18,0,0,2014,7,16
89,20,33,1001,0,133.2,0,0,2014,7,17
86,20,32,1001,0,137.22,0,0,2014,7,18
92,20,31,1001,0,141.24,0,0,2014,7,19
86,21,30,1001,0,146.16,0,0,2014,7,20
85,20,30,1002,0,151.08,0,0,2014,7,21
83,22,28,1003,0,160.02,0,1,2014,7,22
82,23,24,1004,0,161.81,0,3,2014,7,23
78,22,23,1003,0,164.94,0,5,2014,7,0
69,22,24,1004,0,166.73,0,6,2014,7,1
52,21,23,1003,1,0.89,0,7,2014,7,2
53,22,23,1003,0,4.02,0,8,2014,7,3
88,22,23,1004,1,0.89,0,0,2014,7,4
117,22,23,1004,2,1.79,0,0,2014,7,5
113,22,23,1004,2,4.92,0,1,2014,7,6
142,22,23,1005,3,3.13,0,2,2014,7,7
134,22,23,1006,1,0.89,0,0,2014,7,8
159,22,24,1006,3,1.79,0,0,2014,7,9
151,21,25,1006,0,1.79,0,0,2014,7,10
149,21,26,1006,0,4.92,0,0,2014,7,11
148,21,26,1007,0,6.71,0,0,2014,7,12
132,21,27,1006,0,8.5,0,0,2014,7,13
130,22,28,1006,0,10.29,0,0,2014,7,14
122,22,28,1006,0,13.42,0,0,2014,7,15
112,22,28,1005,0,16.55,0,0,2014,7,16
130,21,28,1005,0,18.34,0,0,2014,7,17
144,22,27,1005,0,20.13,0,0,2014,7,18
157,22,27,1005,0,21.92,0,0,2014,7,19
185,22,26,1006,0,22.81,0,0,2014,7,20
199,22,25,1007,0,24.6,0,0,2014,7,21
212,22,25,1007,0,26.39,0,0,2014,7,22
211,22,24,1007,1,0.89,0,0,2014,7,23
201,22,25,1008,1,1.78,0,0,2014,7,0
193,22,25,1008,1,2.67,0,0,2014,7,1
198,23,25,1008,0,3.13,0,0,2014,7,2
187,23,25,1008,0,4.92,0,0,2014,7,3
184,22,24,1007,0,6.71,0,0,2014,7,4
192,23,24,1008,1,0.89,0,0,2014,7,5
208,23,24,1008,0,1.79,0,0,2014,7,6
219,23,24,1008,0,3.58,0,0,2014,7,7
250,23,25,1008,0,5.37,0,0,2014,7,8
227,23,26,1008,0,7.16,0,0,2014,7,9
210,23,27,1008,0,8.95,0,0,2014,7,10
176,22,28,1008,0,10.74,0,0,2014,7,11
180,22,29,1007,0,13.87,0,0,2014,7,12
164,22,30,1007,0,17,0,0,2014,7,13
163,22,31,1006,0,20.13,0,0,2014,7,14
155,22,31,1006,0,24.15,0,0,2014,7,15
134,22,31,1005,0,28.17,0,0,2014,7,16
134,22,30,1005,0,31.3,0,0,2014,7,17
122,22,30,1004,0,33.09,0,0,2014,7,18
125,22,29,1005,0,34.88,0,0,2014,7,19
135,22,28,1005,0,36.67,0,0,2014,7,20
167,22,27,1006,0,38.46,0,0,2014,7,21
187,22,27,1007,0,40.25,0,0,2014,7,22
206,22,26,1006,0,42.04,0,0,2014,7,23
196,22,26,1007,0,43.83,0,0,2014,8,0
154,22,26,1007,0,45.62,0,0,2014,8,1
120,22,25,1006,0,47.41,0,0,2014,8,2
135,22,25,1006,1,0.89,0,0,2014,8,3
132,22,24,1006,0,1.79,0,0,2014,8,4
136,22,24,1006,0,3.58,0,0,2014,8,5
146,23,24,1007,2,0.89,0,0,2014,8,6
159,23,25,1007,0,1.79,0,0,2014,8,7
179,23,26,1007,0,3.58,0,0,2014,8,8
185,23,26,1008,0,5.37,0,0,2014,8,9
152,23,28,1007,0,8.5,0,0,2014,8,10
112,23,29,1007,0,10.29,0,0,2014,8,11
123,22,31,1007,1,1.79,0,0,2014,8,12
109,22,32,1006,1,3.58,0,0,2014,8,13
103,22,32,1006,0,1.79,0,0,2014,8,14
98,22,32,1005,0,4.92,0,0,2014,8,15
94,22,32,1005,0,8.05,0,0,2014,8,16
106,22,32,1005,0,11.18,0,0,2014,8,17
115,23,31,1005,0,14.31,0,0,2014,8,18
124,23,30,1005,0,16.1,0,0,2014,8,19
134,23,29,1005,0,17.89,0,0,2014,8,20
134,23,28,1006,1,0.89,0,0,2014,8,21
137,24,27,1006,1,1.78,0,0,2014,8,22
101,24,26,1006,0,0.89,0,0,2014,8,23
78,24,26,1005,0,1.78,0,0,2014,8,0
79,24,26,1005,0,3.57,0,0,2014,8,1
85,24,26,1005,0,5.36,0,0,2014,8,2
93,24,26,1005,0,8.49,0,0,2014,8,3
88,23,25,1005,0,10.28,0,0,2014,8,4
78,23,25,1005,1,0.89,0,0,2014,8,5
69,24,25,1005,1,1.78,0,0,2014,8,6
62,24,26,1005,0,3.13,0,0,2014,8,7
57,24,27,1005,0,4.92,0,0,2014,8,8
77,24,28,1005,1,0.89,0,0,2014,8,9
87,25,29,1004,1,1.78,0,0,2014,8,10
97,25,31,1004,1,2.67,0,0,2014,8,11
101,24,32,1003,1,3.56,0,0,2014,8,12
112,24,33,1002,1,5.35,0,0,2014,8,13
109,24,33,1002,1,7.14,0,0,2014,8,14
110,24,34,1001,0,1.79,0,0,2014,8,15
104,24,34,1001,0,3.58,0,0,2014,8,16
104,24,34,1001,0,6.71,0,0,2014,8,17
101,23,33,1000,0,9.84,0,0,2014,8,18
100,23,32,1001,0,13.86,0,0,2014,8,19
113,24,30,1001,1,0.89,0,0,2014,8,20
115,23,31,1002,0,1.79,0,0,2014,8,21
121,24,28,1001,1,0.45,0,0,2014,8,22
119,24,27,1002,3,0.89,0,0,2014,8,23
138,24,27,1001,3,2.68,0,0,2014,8,0
146,24,27,1001,0,0.89,0,0,2014,8,1
158,25,26,1001,1,0.89,0,0,2014,8,2
184,24,26,1001,0,0.89,0,0,2014,8,3
190,25,26,1001,1,0.89,0,0,2014,8,4
201,24,26,1001,1,1.78,0,0,2014,8,5
175,24,26,1001,1,2.23,0,0,2014,8,6
132,24,27,1002,3,0.89,0,0,2014,8,7
102,25,29,1002,3,2.68,0,0,2014,8,8
88,24,31,1002,2,1.79,0,0,2014,8,9
74,24,32,1001,1,0.45,0,0,2014,8,10
74,24,34,1001,1,1.34,0,0,2014,8,11
82,24,34,1001,1,2.23,0,0,2014,8,12
73,24,34,1000,1,3.12,0,0,2014,8,13
95,24,34,999,2,4.02,0,0,2014,8,14
76,24,34,1000,2,8.04,0,0,2014,8,15
102,24,33,1000,2,12.96,0,0,2014,8,16
72,23,29,1000,0,4.92,0,0,2014,8,17
69,23,28,1000,1,0.89,0,0,2014,8,18
52,24,29,1000,1,1.78,0,0,2014,8,19
54,24,27,1001,0,1.79,0,0,2014,8,20
67,23,27,1002,0,3.58,0,0,2014,8,21
63,23,27,1002,0,4.47,0,0,2014,8,22
67,23,27,1001,1,0.45,0,0,2014,8,23
74,24,26,1001,3,0.89,0,0,2014,8,0
80,24,26,1001,1,0.89,0,0,2014,8,1
92,24,26,1001,0,0.89,0,1,2014,8,2
89,24,26,1001,1,0.89,0,2,2014,8,3
82,24,26,1001,2,0.89,0,3,2014,8,4
92,24,26,1001,2,2.68,0,0,2014,8,5
90,24,26,1002,1,0.89,0,0,2014,8,6
90,22,27,1002,3,3.13,0,0,2014,8,7
59,20,28,1003,3,8.05,0,0,2014,8,8
12,19,26,1003,3,12.97,0,1,2014,8,9
10,19,26,1004,3,18.78,0,2,2014,8,10
7,18,26,1005,3,24.59,0,0,2014,8,11
5,19,22,1005,3,30.4,0,1,2014,8,12
7,19,22,1006,3,33.53,0,2,2014,8,13
7,19,21,1006,2,3.13,0,3,2014,8,14
6,19,21,1006,3,3.13,0,4,2014,8,15
4,19,22,1006,3,4.92,0,0,2014,8,16
7,19,23,1006,2,4.02,0,0,2014,8,17
7,18,22,1006,2,7.15,0,0,2014,8,18
4,18,23,1006,3,1.79,0,0,2014,8,19
2,18,22,1006,2,1.79,0,0,2014,8,20
2,18,21,1007,2,4.92,0,0,2014,8,21
4,18,21,1007,2,6.71,0,0,2014,8,22
4,18,21,1006,2,8.5,0,0,2014,8,23
6,18,20,1006,2,10.29,0,0,2014,8,0
14,17,20,1007,3,1.79,0,0,2014,8,1
13,18,20,1006,1,0.89,0,0,2014,8,2
10,18,19,1007,2,1.79,0,0,2014,8,3
8,18,20,1007,2,3.58,0,0,2014,8,4
9,17,20,1007,2,6.71,0,0,2014,8,5
11,18,19,1007,2,9.84,0,0,2014,8,6
14,18,21,1007,2,12.97,0,0,2014,8,7
16,18,22,1008,2,16.1,0,0,2014,8,8
14,19,24,1008,2,19.23,0,0,2014,8,9
25,18,27,1008,1,0.89,0,0,2014,8,10
25,19,28,1008,1,1.78,0,0,2014,8,11
31,17,29,1007,1,2.67,0,0,2014,8,12
27,17,30,1006,0,1.79,0,0,2014,8,13
26,14,32,1006,0,3.58,0,0,2014,8,14
28,15,31,1005,0,5.37,0,0,2014,8,15
32,16,31,1005,0,8.5,0,0,2014,8,16
51,18,30,1005,0,11.63,0,0,2014,8,17
32,19,29,1005,0,14.76,0,0,2014,8,18
25,20,29,1005,0,17.89,0,0,2014,8,19
23,19,28,1006,0,19.68,0,0,2014,8,20
27,21,26,1007,0,20.57,0,0,2014,8,21
28,21,25,1006,0,21.46,0,0,2014,8,22
26,21,24,1006,1,0.89,0,0,2014,8,23
32,21,23,1007,0,0.89,0,0,2014,8,0
34,21,23,1006,3,1.79,0,0,2014,8,1
48,21,22,1007,3,3.58,0,0,2014,8,2
49,21,22,1007,2,0.89,0,0,2014,8,3
60,20,22,1006,2,2.68,0,0,2014,8,4
63,19,23,1007,2,5.81,0,0,2014,8,5
62,19,22,1008,2,8.94,0,0,2014,8,6
68,19,24,1008,2,12.96,0,0,2014,8,7
63,19,27,1008,2,16.09,0,0,2014,8,8
50,16,29,1008,3,4.02,0,0,2014,8,9
23,16,31,1008,2,4.02,0,0,2014,8,10
16,14,32,1008,3,4.02,0,0,2014,8,11
8,12,33,1007,3,8.94,0,0,2014,8,12
6,12,34,1007,3,13.86,0,0,2014,8,13
3,11,33,1006,3,17.88,0,0,2014,8,14
2,10,33,1006,3,21.01,0,0,2014,8,15
5,12,33,1006,0,1.79,0,0,2014,8,16
4,11,33,1006,0,3.58,0,0,2014,8,17
8,10,33,1006,0,6.71,0,0,2014,8,18
15,18,30,1006,0,11.63,0,0,2014,8,19
25,19,28,1007,0,14.76,0,0,2014,8,20
28,20,27,1008,0,17.89,0,0,2014,8,21
46,20,26,1008,0,21.02,0,0,2014,8,22
71,19,24,1009,0,22.81,0,0,2014,8,23
125,19,23,1009,1,0.89,0,0,2014,8,0
142,19,22,1009,3,0.89,0,0,2014,8,1
105,19,22,1009,1,0.89,0,0,2014,8,2
101,19,21,1009,0,0.89,0,0,2014,8,3
89,19,21,1009,3,0.89,0,0,2014,8,4
93,18,20,1010,2,4.02,0,0,2014,8,5
85,18,21,1010,2,7.15,0,0,2014,8,6
62,18,23,1010,2,8.94,0,0,2014,8,7
40,17,25,1010,2,12.96,0,0,2014,8,8
52,17,28,1010,2,16.09,0,0,2014,8,9
62,16,29,1010,3,3.13,0,0,2014,8,10
55,14,30,1010,1,0.89,0,0,2014,8,11
48,13,31,1009,0,1.79,0,0,2014,8,12
41,15,33,1009,1,1.79,0,0,2014,8,13
39,15,32,1008,0,3.13,0,0,2014,8,14
43,15,33,1008,0,6.26,0,0,2014,8,15
43,14,32,1007,0,10.28,0,0,2014,8,16
44,15,32,1007,0,14.3,0,0,2014,8,17
37,16,30,1007,0,18.32,0,0,2014,8,18
40,18,29,1008,0,21.45,0,0,2014,8,19
64,17,28,1008,0,24.58,0,0,2014,8,20
48,17,27,1009,0,27.71,0,0,2014,8,21
56,17,26,1009,0,29.5,0,0,2014,8,22
41,17,25,1009,0,31.29,0,0,2014,8,23
48,17,25,1009,0,34.42,0,0,2014,8,0
29,18,23,1009,1,0.89,0,0,2014,8,1
40,18,22,1009,3,1.79,0,0,2014,8,2
42,18,21,1009,1,0.89,0,0,2014,8,3
47,18,20,1009,1,1.78,0,0,2014,8,4
51,18,21,1010,1,2.67,0,0,2014,8,5
69,18,21,1010,3,0.89,0,0,2014,8,6
79,19,23,1010,1,0.89,0,0,2014,8,7
90,19,26,1010,1,1.78,0,0,2014,8,8
83,17,27,1010,1,2.67,0,0,2014,8,9
76,18,28,1010,0,1.79,0,0,2014,8,10
85,18,29,1009,0,3.58,0,0,2014,8,11
72,17,31,1009,0,6.71,0,0,2014,8,12
56,15,31,1008,0,10.73,0,0,2014,8,13
45,14,32,1008,0,15.65,0,0,2014,8,14
46,13,32,1007,0,20.57,0,0,2014,8,15
39,14,32,1007,0,25.49,0,0,2014,8,16
49,14,31,1006,0,30.41,0,0,2014,8,17
49,15,30,1006,0,34.43,0,0,2014,8,18
62,16,29,1007,0,37.56,0,0,2014,8,19
59,16,27,1007,0,39.35,0,0,2014,8,20
58,17,26,1007,0,41.14,0,0,2014,8,21
59,18,25,1008,0,42.93,0,0,2014,8,22
60,18,25,1008,0,44.72,0,0,2014,8,23
72,18,22,1007,0,46.51,0,0,2014,8,0
71,18,23,1007,0,48.3,0,0,2014,8,1
90,18,23,1007,0,51.43,0,0,2014,8,2
120,18,22,1007,0,53.22,0,0,2014,8,3
123,18,21,1007,1,0.89,0,0,2014,8,4
132,18,21,1007,1,1.34,0,0,2014,8,5
144,19,21,1008,3,0.89,0,0,2014,8,6
154,20,22,1008,0,1.79,0,0,2014,8,7
160,20,25,1008,0,3.58,0,0,2014,8,8
124,20,26,1007,0,5.37,0,0,2014,8,9
95,18,28,1008,1,1.79,0,0,2014,8,10
80,19,28,1007,1,3.58,0,0,2014,8,11
72,19,30,1006,0,3.13,0,0,2014,8,12
70,18,31,1006,0,6.26,0,0,2014,8,13
58,16,31,1005,0,10.28,0,0,2014,8,14
53,17,31,1004,0,13.41,0,0,2014,8,15
54,16,31,1003,0,18.33,0,0,2014,8,16
44,15,31,1003,0,23.25,0,0,2014,8,17
33,17,29,1003,0,26.38,0,0,2014,8,18
46,16,28,1003,0,30.4,0,0,2014,8,19
42,17,28,1004,0,33.53,0,0,2014,8,20
55,18,27,1005,0,36.66,0,0,2014,8,21
15,18,22,1006,2,7.15,0,1,2014,8,22
18,18,21,1005,1,0.89,0,2,2014,8,23
17,19,21,1004,3,1.79,0,0,2014,8,0
22,18,21,1004,2,1.79,0,0,2014,8,1
22,18,20,1005,3,1.79,0,0,2014,8,2
24,18,20,1004,1,0.89,0,0,2014,8,3
21,17,19,1004,2,0.89,0,0,2014,8,4
28,18,19,1004,2,2.68,0,0,2014,8,5
31,18,19,1004,3,0.89,0,0,2014,8,6
31,19,22,1004,2,1.79,0,0,2014,8,7
24,19,24,1005,1,0.89,0,0,2014,8,8
25,19,25,1004,0,1.79,0,0,2014,8,9
39,18,27,1004,1,0.89,0,0,2014,8,10
38,18,29,1004,1,1.78,0,0,2014,8,11
37,17,30,1003,2,3.13,0,0,2014,8,12
36,17,31,1003,0,1.79,0,0,2014,8,13
32,17,33,1002,1,1.79,0,0,2014,8,14
30,16,33,1001,1,3.58,0,0,2014,8,15
23,16,33,1000,0,4.02,0,0,2014,8,16
20,18,33,1000,0,8.94,0,0,2014,8,17
28,17,32,1000,0,13.86,0,0,2014,8,18
43,18,31,1001,0,18.78,0,0,2014,8,19
53,19,29,1001,0,20.57,0,0,2014,8,20
49,19,27,1002,0,22.36,0,0,2014,8,21
53,20,26,1003,3,1.79,0,0,2014,8,22
78,20,25,1003,3,3.58,0,0,2014,8,23
86,19,24,1004,2,1.79,0,0,2014,8,0
65,20,23,1004,2,5.81,0,0,2014,8,1
58,19,23,1004,2,10.73,0,0,2014,8,2
53,18,22,1004,2,13.86,0,0,2014,8,3
26,18,22,1004,2,16.99,0,0,2014,8,4
20,18,21,1005,2,20.12,0,0,2014,8,5
12,18,21,1005,2,21.91,0,0,2014,8,6
13,18,25,1005,2,23.7,0,0,2014,8,7
12,16,27,1006,2,27.72,0,0,2014,8,8
12,15,29,1006,3,4.02,0,0,2014,8,9
6,11,31,1006,2,4.92,0,0,2014,8,10
11,13,33,1005,2,9.84,0,0,2014,8,11
6,11,32,1005,3,4.02,0,0,2014,8,12
6,11,34,1004,1,1.79,0,0,2014,8,13
11,11,33,1003,3,4.02,0,0,2014,8,14
10,10,34,1003,0,1.79,0,0,2014,8,15
9,10,34,1002,0,3.58,0,0,2014,8,16
9,11,34,1002,0,5.37,0,0,2014,8,17
14,12,33,1002,1,0.89,0,0,2014,8,18
21,16,29,1002,1,1.34,0,0,2014,8,19
22,16,26,1003,1,2.23,0,0,2014,8,20
23,12,31,1004,2,1.79,0,0,2014,8,21
27,14,29,1005,0,3.13,0,0,2014,8,22
42,15,23,1005,2,1.79,0,0,2014,8,23
50,17,21,1005,1,0.45,0,0,2014,8,0
57,17,20,1005,1,0.9,0,0,2014,8,1
29,14,22,1005,2,1.79,0,0,2014,8,2
26,13,21,1005,2,3.58,0,0,2014,8,3
23,12,20,1005,2,5.37,0,0,2014,8,4
18,10,23,1005,3,4.02,0,0,2014,8,5
15,12,21,1006,2,3.13,0,0,2014,8,6
12,11,25,1006,2,6.26,0,0,2014,8,7
17,10,27,1007,3,3.13,0,0,2014,8,8
8,11,29,1007,3,6.26,0,0,2014,8,9
10,11,31,1007,1,0.89,0,0,2014,8,10
12,12,32,1007,0,3.13,0,0,2014,8,11
19,13,32,1006,0,6.26,0,0,2014,8,12
21,12,33,1006,0,9.39,0,0,2014,8,13
30,13,33,1005,1,0.89,0,0,2014,8,14
33,13,32,1004,0,1.79,0,0,2014,8,15
28,12,32,1004,0,3.58,0,0,2014,8,16
24,13,31,1004,0,6.71,0,0,2014,8,17
31,16,29,1005,0,8.5,0,0,2014,8,18
40,17,27,1005,1,0.89,0,0,2014,8,19
29,18,26,1006,0,0.89,0,0,2014,8,20
64,17,26,1006,0,2.68,0,0,2014,8,21
38,16,28,1006,2,3.13,0,0,2014,8,22
19,15,28,1007,2,7.15,0,0,2014,8,23
23,18,22,1008,0,5.81,0,1,2014,8,0
13,18,21,1007,3,3.13,0,2,2014,8,1
15,17,21,1007,1,0.89,0,0,2014,8,2
21,18,20,1007,3,3.13,0,0,2014,8,3
18,18,21,1007,3,4.02,0,1,2014,8,4
19,18,20,1008,0,0.89,0,2,2014,8,5
38,18,20,1008,1,0.89,0,3,2014,8,6
36,19,20,1008,3,3.13,0,4,2014,8,7
36,19,20,1008,0,3.13,0,5,2014,8,8
53,18,20,1009,0,4.92,0,6,2014,8,9
55,18,20,1009,3,3.13,0,7,2014,8,10
43,18,20,1009,2,1.79,0,8,2014,8,11
38,18,20,1009,2,4.92,0,9,2014,8,12
26,18,19,1009,2,8.05,0,10,2014,8,13
17,18,20,1008,3,1.79,0,11,2014,8,14
17,18,20,1008,2,3.13,0,0,2014,8,15
15,18,21,1008,2,4.92,0,0,2014,8,16
19,18,23,1008,1,1.79,0,0,2014,8,17
21,18,23,1008,2,1.79,0,0,2014,8,18
24,18,21,1008,0,0.89,0,0,2014,8,19
24,18,20,1008,0,1.78,0,0,2014,8,20
26,18,20,1009,1,0.89,0,0,2014,8,21
24,17,19,1009,1,1.78,0,0,2014,8,22
21,17,18,1009,3,0.89,0,0,2014,8,23
29,17,18,1009,2,1.79,0,0,2014,8,0
19,16,18,1009,1,0.89,0,0,2014,8,1
22,16,18,1009,3,1.79,0,0,2014,8,2
22,16,17,1009,2,1.79,0,0,2014,8,3
16,16,17,1008,2,4.92,0,0,2014,8,4
28,15,17,1008,1,0.89,0,0,2014,8,5
35,16,17,1009,1,1.34,0,0,2014,8,6
17,17,19,1009,2,3.13,0,0,2014,8,7
25,17,22,1009,2,6.26,0,0,2014,8,8
27,17,23,1009,2,8.05,0,0,2014,8,9
26,18,25,1009,1,0.89,0,0,2014,8,10
26,17,26,1008,1,1.78,0,0,2014,8,11
28,18,27,1008,0,1.79,0,0,2014,8,12
42,17,29,1007,0,4.92,0,0,2014,8,13
48,17,29,1007,0,8.94,0,0,2014,8,14
31,18,30,1006,0,13.86,0,0,2014,8,15
27,17,30,1005,0,19.67,0,0,2014,8,16
26,17,29,1005,0,24.59,0,0,2014,8,17
35,16,28,1005,0,28.61,0,0,2014,8,18
32,17,28,1006,0,33.53,0,0,2014,8,19
38,18,27,1006,0,36.66,0,0,2014,8,20
37,16,27,1007,2,3.13,0,0,2014,8,21
26,16,23,1006,1,0.89,0,0,2014,8,22
17,17,21,1007,1,1.78,0,0,2014,8,23
32,17,21,1006,0,1.79,0,0,2014,8,0
26,18,20,1006,1,0.45,0,0,2014,8,1
34,18,19,1006,3,0.89,0,0,2014,8,2
32,17,19,1006,2,1.79,0,0,2014,8,3
23,17,18,1006,1,0.89,0,0,2014,8,4
35,17,18,1007,3,0.89,0,0,2014,8,5
71,17,19,1007,1,0.89,0,0,2014,8,6
102,19,21,1008,1,1.78,0,0,2014,8,7
121,19,23,1008,3,1.79,0,0,2014,8,8
114,19,25,1008,3,4.92,0,0,2014,8,9
64,19,27,1008,1,0.89,0,0,2014,8,10
47,17,29,1007,3,1.79,0,0,2014,8,11
26,15,31,1007,1,0.89,0,0,2014,8,12
17,14,32,1006,1,1.78,0,0,2014,8,13
12,13,32,1006,0,1.79,0,0,2014,8,14
17,14,32,1005,0,4.92,0,0,2014,8,15
34,14,32,1005,0,8.05,0,0,2014,8,16
48,15,31,1005,0,12.07,0,0,2014,8,17
22,17,24,1005,0,13.86,0,0,2014,8,18
30,18,23,1005,1,0.89,0,0,2014,8,19
27,19,22,1006,1,1.78,0,0,2014,8,20
24,19,22,1006,1,2.67,0,0,2014,8,21
28,19,22,1007,0,1.79,0,0,2014,8,22
33,19,23,1007,0,3.58,0,0,2014,8,23
55,19,23,1007,0,6.71,0,0,2014,8,0
70,18,22,1007,1,0.89,0,0,2014,8,1
71,19,21,1007,1,1.78,0,0,2014,8,2
88,18,20,1007,2,1.79,0,0,2014,8,3
